transf_loc,sku,primary_voltage,size_kva,transformer_age,customers,percent_lol,consecutive_months_overloaded,loss_of_life,max_overload,life_expectancy_at_conditions,date_max_overload,IEEE C57.91 Temp/Loading Flags
TE 7040,90601,27.6kV,50,18,12,4.94892E-05,0,0.001731603,39.5,35,2021-06-27 0:00,
T 8141,91360,27.6kV,50,48,21,4.94862E-05,0,0.001731497,48,35,2021-06-11 0:00,
TE 2867,90601,27.6kV,50,11,14,4.9482E-05,0,0.001731351,41,35,2021-06-07 0:00,
TE 3859,90600,27.6kV,50,36,13,4.94735E-05,0,0.001731054,42.5,35,2021-08-29 0:00,
T 9433,91360,27.6kV,50,28,7,4.94592E-05,0,0.001730554,41.27,35,2022-01-28 0:00,
T 9224,91365,27.6kV,75,6,21,4.94348E-05,0,0.0017297,64.5,35,2021-06-06 0:00,
TE 539,90601,27.6kV,50,10,11,4.9425E-05,0,0.001729355,39.5,35,2021-07-20 0:00,
TE 7668,90601,27.6kV,50,12,15,4.94172E-05,0,0.001729084,39.5,35,2021-08-29 0:00,
TE 2017,90601,27.6kV,50,10,14,4.9411E-05,0,0.001728867,43,35,2021-08-29 0:00,
TE 7510,90601,27.6kV,50,16,15,4.93984E-05,0,0.001728426,46.5,35,2021-07-06 0:00,
TE 9277,90601,27.6kV,50,4,12,4.9396E-05,0,0.001728341,54.15,35,2021-12-10 0:00,
TE 1767,90467,27.6kV,225,20,1,4.93883E-05,0,0.001728073,150.75,35,2021-08-11 0:00,
T 9166,91360,27.6kV,50,29,20,4.9387E-05,0,0.001728026,51,35,2021-08-29 0:00,
TE 3078,90168,4.16kV,150,8,1,4.93823E-05,0,0.001727861,112.5,35,2021-07-07 0:00,
TE 3958,90601,27.6kV,50,6,15,4.93627E-05,0,0.001727175,39,35,2021-06-06 0:00,
T 9536,91350,27.6kV,25,27,10,4.93426E-05,0,0.001726473,24,35,2021-08-08 0:00,
TE 1839,90462,27.6kV,150,7,1,4.93159E-05,0,0.001725538,73.5,35,2021-07-05 0:00,
TE 616,90604,27.6kV,75,9,1,4.93021E-05,0,0.001725056,49.5,35,2021-06-28 0:00,
TE 7615,90601,27.6kV,50,15,14,4.92986E-05,0,0.001724934,41,35,2021-07-06 0:00,
TE 3512,90604,27.6kV,75,20,24,4.92595E-05,0,0.001723564,51,35,2021-06-06 0:00,
TE 8931,90601,27.6kV,50,6,12,4.92517E-05,0,0.001723294,37,35,2021-07-20 0:00,
TE 6998,90601,27.6kV,50,19,15,4.92454E-05,0,0.001723072,43.5,35,2021-08-29 0:00,
T 9367,91360,27.6kV,50,28,25,4.92371E-05,0,0.001722781,50,35,2021-06-06 0:00,
T 3609,91080,4.16kV,50,52,17,4.92296E-05,0,0.00172252,50,35,2021-08-29 0:00,
TE 5850,90600,27.6kV,50,25,14,4.9222E-05,0,0.001722254,39.5,35,2021-07-06 0:00,
TE 3380,90604,27.6kV,75,8,16,4.92173E-05,0,0.001722089,51.75,35,2021-07-06 0:00,
TE 4245,90601,27.6kV,50,10,15,4.92E-05,0,0.001721485,41.5,35,2021-08-22 0:00,
TE 8417,90601,27.6kV,50,9,12,4.91904E-05,0,0.001721149,36.5,35,2021-08-12 0:00,
TE 4667,90605,27.6kV,75,33,16,4.91864E-05,0,0.001721008,54,35,2021-08-29 0:00,
TE 1816,90601,27.6kV,50,7,16,4.91356E-05,0,0.00171923,38.275,35,2022-01-16 0:00,
TE 3096,90601,27.6kV,50,9,15,4.91336E-05,0,0.001719162,42.5,35,2021-08-29 0:00,
T 8617,91365,27.6kV,75,32,29,4.91304E-05,0,0.001719049,73.5,35,2021-08-29 0:00,
T 5161,91060,4.16kV,10,47,1,4.91223E-05,0,0.001718766,8.5,35,2021-08-17 0:00,
T 9850,91360,27.6kV,50,18,18,4.91196E-05,0,0.00171867,47,35,2021-08-09 0:00,
TE 6375,90601,27.6kV,50,22,15,4.90707E-05,0,0.001716961,39,35,2021-08-28 0:00,
TE 1622,90601,27.6kV,50,20,10,4.90663E-05,0,0.001716807,38,35,2021-08-29 0:00,
TE 5548,90601,27.6kV,50,9,16,4.90431E-05,0,0.001715993,39.5,35,2021-08-29 0:00,
TE 3102,90604,27.6kV,75,10,15,4.90273E-05,0,0.001715439,52.5,35,2021-06-06 0:00,
TE 5187,90601,27.6kV,50,20,15,4.90209E-05,0,0.001715217,37,35,2021-06-06 0:00,
TE 8811,90740,27.6kV,1000,5,1,4.90147E-05,0,0.001714999,700,35,2021-08-26 0:00,
TE 2273,90600,27.6kV,50,38,13,4.90107E-05,0,0.001714861,40.5,35,2021-07-06 0:00,
TE 5372,90601,27.6kV,50,10,14,4.89851E-05,0,0.001713963,34,35,2021-05-21 0:00,
TE 3613,90601,27.6kV,50,5,16,4.89431E-05,0,0.001712495,43,35,2021-06-28 0:00,
TE 3484,90601,27.6kV,50,7,12,4.89362E-05,0,0.001712253,39,35,2021-06-05 0:00,
TE 8923,90601,27.6kV,50,5,14,4.89339E-05,0,0.001712174,38.5,35,2021-08-25 0:00,
TE 2315,90462,27.6kV,150,7,1,4.89278E-05,0,0.001711958,79.5,35,2021-07-06 0:00,
T 11316,91355,27.6kV,37,9,14,4.89171E-05,0,0.001711584,35.15,35,2021-07-06 0:00,
TE 1986,90601,27.6kV,50,11,14,4.88908E-05,0,0.001710664,38,35,2021-08-26 0:00,
TE 1134,90604,27.6kV,75,21,24,4.88841E-05,0,0.001710431,52.5,35,2021-07-06 0:00,
TE 2078,90601,27.6kV,50,20,5,4.88713E-05,0,0.001709982,40.5,35,2021-08-09 0:00,
T 9623,91360,27.6kV,50,26,22,4.88668E-05,0,0.001709826,50,35,2021-08-29 0:00,
T 9701,91355,27.6kV,37,25,16,4.88455E-05,0,0.001709078,35.52,35,2021-08-29 0:00,
TE 3527,90601,27.6kV,50,5,14,4.88427E-05,0,0.001708983,38.5,35,2021-06-27 0:00,
TE 792,90604,27.6kV,75,13,21,4.88226E-05,0,0.001708279,61.5,35,2021-08-24 0:00,
TE 8407,90601,27.6kV,50,9,14,4.88222E-05,0,0.001708263,38.5,35,2021-06-27 0:00,
TE 7297,90601,27.6kV,50,17,15,4.88055E-05,0,0.00170768,38.5,35,2021-08-29 0:00,
TE 4314,90605,27.6kV,75,32,15,4.88015E-05,0,0.001707539,56.25,35,2021-08-23 0:00,
TE 1751,90601,27.6kV,50,11,12,4.87914E-05,0,0.001707187,36.5,35,2021-07-25 0:00,
T 2453,91075,4.16kV,37,61,13,4.87906E-05,0,0.00170716,33.3,35,2021-08-23 0:00,
TE 6338,90601,27.6kV,50,23,16,4.87786E-05,0,0.001706738,43,35,2021-07-06 0:00,
TE 7298,90601,27.6kV,50,17,16,4.87665E-05,0,0.001706316,40.5,35,2021-06-28 0:00,
TE 4052,90605,27.6kV,75,36,14,4.87662E-05,0,0.001706305,48.75,35,2021-06-27 0:00,
TE 8858,90601,27.6kV,50,5,15,4.87396E-05,0,0.001705375,38,35,2021-08-29 0:00,
TE 1618,90604,27.6kV,75,20,13,4.87374E-05,0,0.001705298,54,35,2021-06-10 0:00,
TE 989,90601,27.6kV,50,8,16,4.87294E-05,0,0.001705018,38.5,35,2021-06-09 0:00,
TE 3995,90600,27.6kV,50,35,12,4.87255E-05,0,0.001704879,38,35,2021-08-29 0:00,
TE 6593,90601,27.6kV,50,21,17,4.87188E-05,0,0.001704648,36.5,35,2021-06-26 0:00,
T 9856,91350,27.6kV,25,23,6,4.86874E-05,0,0.001703548,27.41,35,2022-01-28 0:00,
TE 7041,90601,27.6kV,50,18,16,4.86655E-05,0,0.001702782,39.5,35,2021-06-06 0:00,
TE 6506,90601,27.6kV,50,22,15,4.86494E-05,0,0.001702219,35.5,35,2021-06-09 0:00,
TE 2040,90601,27.6kV,50,20,12,4.85991E-05,0,0.001700458,43.24,35,2022-03-27 0:00,
TE 1271,90605,27.6kV,75,33,1,4.8598E-05,0,0.00170042,48,35,2021-06-27 0:00,
TE 8844,90601,27.6kV,50,6,10,4.85851E-05,0,0.001699967,52.85,35,2021-12-22 0:00,
TE 1424,90601,27.6kV,50,20,19,4.85834E-05,0,0.001699908,35,35,2021-06-07 0:00,
TE 8983,90601,27.6kV,50,4,10,4.85709E-05,0,0.001699471,48,35,2021-08-31 0:00,
TE 6476,90733,27.6kV,750,9,1,4.85679E-05,0,0.001699368,472.5,35,2021-06-29 0:00,
TE 4405,90605,27.6kV,75,34,16,4.85477E-05,0,0.001698661,52.5,35,2021-07-25 0:00,
TE 2177,90601,27.6kV,50,12,14,4.85331E-05,0,0.001698148,41.5,35,2021-06-27 0:00,
TE 1628,90600,27.6kV,50,29,9,4.85152E-05,0,0.001697524,38.5,35,2021-07-06 0:00,
T 1500,91070,4.16kV,25,61,9,4.84883E-05,0,0.001696583,25.5,35,2021-08-21 0:00,
TE 2755,90601,27.6kV,50,12,11,4.84825E-05,0,0.001696377,41.5,35,2021-08-29 0:00,
TE 2577,90601,27.6kV,50,22,10,4.84605E-05,0,0.001695608,40,35,2021-07-25 0:00,
T 11350,91365,27.6kV,75,9,51,4.84378E-05,0,0.001694815,59.3025,35,2022-01-29 0:00,
TE 5156,90600,27.6kV,50,32,17,4.84158E-05,0,0.001694046,40,35,2021-07-06 0:00,
TE 4834,90600,27.6kV,50,32,16,4.84143E-05,0,0.001693993,39,35,2021-06-06 0:00,
T 2501,91080,4.16kV,50,9,16,4.8407E-05,0,0.001693737,54,35,2021-07-05 0:00,
TE 4106,90601,27.6kV,50,5,13,4.84032E-05,0,0.001693603,39.5,35,2021-08-28 0:00,
TE 7714,90601,27.6kV,50,14,12,4.84006E-05,0,0.001693512,36.5,35,2021-06-07 0:00,
TE 5179,90601,27.6kV,50,6,16,4.84E-05,0,0.001693492,33.5,35,2021-08-29 0:00,
TE 3448,90605,27.6kV,75,42,13,4.8384E-05,0,0.001692932,51.75,35,2021-06-28 0:00,
TE 3726,90600,27.6kV,50,12,8,4.83463E-05,0,0.001691611,54.61,35,2022-01-15 0:00,
T 8565,91350,27.6kV,75,47,6,4.83197E-05,0,0.001690683,108,35,2021-09-18 0:00,
TE 735,90601,27.6kV,50,10,12,4.83166E-05,0,0.001690575,35.5,35,2021-07-25 0:00,
TE 860,90601,27.6kV,50,12,12,4.83105E-05,0,0.001690359,38,35,2021-06-29 0:00,
TE 8226,90601,27.6kV,50,11,13,4.82563E-05,0,0.001688466,35.5,35,2021-06-29 0:00,
T 11629,91365,27.6kV,75,6,27,4.82377E-05,0,0.001687814,73.5,35,2021-07-05 0:00,
TE 7702,90601,27.6kV,50,13,13,4.8233E-05,0,0.001687647,37.5,35,2021-06-06 0:00,
TE 7021,90601,27.6kV,50,18,14,4.8232E-05,0,0.001687615,38.5,35,2021-08-29 0:00,
T 9736,91355,27.6kV,37,25,19,4.82121E-05,0,0.001686918,31.08,35,2021-09-14 0:00,
TE 4766,90605,27.6kV,75,33,17,4.81481E-05,0,0.001684679,52.5,35,2021-08-29 0:00,
TE 1969,90601,27.6kV,50,12,12,4.81445E-05,0,0.001684553,42,35,2021-06-06 0:00,
TE 1954,90601,27.6kV,50,11,10,4.81358E-05,0,0.001684247,43.5,35,2021-08-29 0:00,
TE 2148,90601,27.6kV,50,20,16,4.81121E-05,0,0.001683418,47.37,35,2022-01-16 0:00,
TE 1116,90601,27.6kV,50,21,14,4.8108E-05,0,0.001683274,40.5,35,2021-07-25 0:00,
TE 7275,90728,27.6kV,500,17,2,4.81069E-05,0,0.001683238,400,35,2021-09-17 0:00,
TE 6664,90601,27.6kV,50,21,15,4.8104E-05,0,0.001683135,38.5,35,2021-08-24 0:00,
TE 3998,90605,27.6kV,75,34,12,4.80974E-05,0,0.001682906,57,35,2021-08-23 0:00,
TE 7841,90601,27.6kV,50,14,17,4.8061E-05,0,0.001681629,37.5,35,2021-06-28 0:00,
TE 1779,90604,27.6kV,75,20,21,4.80478E-05,0,0.001681168,51.75,35,2021-08-22 0:00,
TE 7580,90601,27.6kV,50,15,13,4.80275E-05,0,0.001680459,38.5,35,2021-06-06 0:00,
TE 3001,90604,27.6kV,75,11,15,4.80207E-05,0,0.00168022,49.5,35,2021-08-24 0:00,
TE 8497,90601,27.6kV,50,8,16,4.79938E-05,0,0.001679278,41.5,35,2021-07-05 0:00,
T 9050,91355,27.6kV,37,15,12,4.79931E-05,0,0.001679254,32.19,35,2021-08-29 0:00,
T 10164,91360,27.6kV,50,22,18,4.79825E-05,0,0.001678885,50.5,35,2021-07-25 0:00,
TE 5703,90462,27.6kV,150,32,2,4.79552E-05,0,0.00167793,78,35,2021-08-01 0:00,
TE 778,90604,27.6kV,75,21,28,4.79221E-05,0,0.001676771,52.5,35,2021-08-28 0:00,
TE 6011,90601,27.6kV,50,24,15,4.79214E-05,0,0.001676748,41,35,2021-08-23 0:00,
TE 3375,90601,27.6kV,50,15,15,4.79193E-05,0,0.001676673,47,35,2021-08-22 0:00,
TE 8744,90601,27.6kV,50,6,14,4.78927E-05,0,0.001675741,33.5,35,2021-06-27 0:00,
TE 7975,90601,27.6kV,50,14,12,4.78779E-05,0,0.001675225,40.5,35,2021-07-25 0:00,
TE 8693,90601,27.6kV,50,8,14,4.78767E-05,0,0.00167518,36.5,35,2021-06-06 0:00,
TE 6719,90733,27.6kV,750,18,1,4.7875E-05,0,0.001675122,487.5,35,2021-09-14 0:00,
TE 7897,90601,27.6kV,50,14,15,4.78655E-05,0,0.001674788,37.5,35,2021-08-08 0:00,
TE 8065,90601,27.6kV,50,13,17,4.78598E-05,0,0.001674592,37,35,2021-08-29 0:00,
TE 3732,90601,27.6kV,50,7,15,4.78476E-05,0,0.001674164,45.5,35,2021-08-29 0:00,
TE 1855,90601,27.6kV,50,5,1,4.78454E-05,0,0.001674085,33.5,35,2021-06-27 0:00,
T 9061,91365,27.6kV,75,34,6,4.77943E-05,0,0.0016723,55.77,35,2021-12-11 0:00,
TE 2596,90601,27.6kV,50,22,11,4.77828E-05,0,0.001671896,41,35,2021-08-29 0:00,
TE 1832,90601,27.6kV,50,12,17,4.77783E-05,0,0.001671739,41,35,2021-08-29 0:00,
TE 6934,90601,27.6kV,50,19,13,4.77629E-05,0,0.001671201,39.5,35,2021-07-06 0:00,
TE 3944,90460,27.6kV,150,37,4,4.77613E-05,0,0.001671145,60,35,2021-08-25 0:00,
TE 1393,90085,4.16kV,75,15,10,4.77572E-05,0,0.001671001,50.25,35,2021-08-22 0:00,
T 1731,91080,4.16kV,50,9,17,4.77478E-05,0,0.001670672,48,35,2021-06-06 0:00,
TE 2908,90604,27.6kV,75,22,15,4.77044E-05,0,0.001669154,54.75,35,2021-08-29 0:00,
TE 3997,90605,27.6kV,75,36,13,4.76334E-05,0,0.001666668,54,35,2021-06-28 0:00,
TE 2877,90601,27.6kV,50,10,13,4.76056E-05,0,0.001665695,46,35,2021-06-06 0:00,
TE 289,90601,27.6kV,50,22,11,4.75823E-05,0,0.001664882,37,35,2021-08-29 0:00,
TE 8807,90601,27.6kV,50,6,14,4.75787E-05,0,0.001664755,36.5,35,2021-07-13 0:00,
T 9341,91350,27.6kV,25,7,9,4.75607E-05,0,0.001664125,25.25,35,2021-08-24 0:00,
TE 2288,90601,27.6kV,50,17,14,4.75462E-05,0,0.001663618,39,35,2021-08-21 0:00,
TE 4198,90604,27.6kV,75,14,15,4.75406E-05,0,0.001663422,53.25,35,2021-07-06 0:00,
TE 3522,90601,27.6kV,50,11,14,4.75301E-05,0,0.001663054,33,35,2021-08-28 0:00,
TE 2508,90600,27.6kV,50,2,12,4.75236E-05,0,0.001662828,34,35,2021-09-14 0:00,
TE 3331,90601,27.6kV,50,4,18,4.75233E-05,0,0.001662816,41.5,35,2021-08-22 0:00,
TE 2640,90601,27.6kV,50,11,14,4.75214E-05,0,0.001662749,43.5,35,2021-08-23 0:00,
TE 966,90605,27.6kV,75,27,17,4.74853E-05,0,0.001661486,51,35,2021-06-11 0:00,
TE 815,90601,27.6kV,50,18,16,4.74441E-05,0,0.001660045,34.5,35,2021-06-28 0:00,
TE 7158,90601,27.6kV,50,18,15,4.74389E-05,0,0.001659865,39.5,35,2021-06-06 0:00,
TE 8425,90601,27.6kV,50,23,11,4.74156E-05,0,0.001659048,40,35,2021-06-12 0:00,
TE 6252,90601,27.6kV,50,23,14,4.74147E-05,0,0.001659018,39,35,2021-06-28 0:00,
TE 7513,90601,27.6kV,50,16,14,4.73938E-05,0,0.001658285,38.5,35,2021-06-27 0:00,
TE 9043,90601,27.6kV,50,5,14,4.73925E-05,0,0.00165824,49.1,35,2022-02-27 0:00,
TE 4115,90601,27.6kV,50,5,16,4.73906E-05,0,0.001658173,40.5,35,2021-07-06 0:00,
TE 8357,90601,27.6kV,50,10,16,4.73793E-05,0,0.001657777,36.5,35,2021-08-23 0:00,
TE 1507,90601,27.6kV,50,11,14,4.73678E-05,0,0.001657375,41,35,2021-08-29 0:00,
TE 5239,90600,27.6kV,50,24,15,4.73521E-05,0,0.001656827,38,35,2021-07-25 0:00,
TE 1140,90110,4.16kV,50,54,1,4.73249E-05,0,0.001655873,31,35,2021-06-11 0:00,
TE 1267,90467,27.6kV,225,20,1,4.72966E-05,0,0.001654883,157.5,35,2021-07-06 0:00,
TE 6665,90601,27.6kV,50,21,14,4.72761E-05,0,0.001654168,38,35,2021-08-23 0:00,
TE 1614,90601,27.6kV,50,8,22,4.72682E-05,0,0.001653892,38,35,2021-06-27 0:00,
TE 468,90601,27.6kV,50,59,20,4.72629E-05,0,0.001653705,39.5,35,2021-08-09 0:00,
T 8676,91365,27.6kV,75,32,29,4.72524E-05,0,0.001653339,67.5,35,2021-08-09 0:00,
TE 1555,90601,27.6kV,50,23,14,4.7242E-05,0,0.001652974,40.5,35,2021-07-26 0:00,
T 11605,91468,27.6kV,50,6,23,4.72396E-05,0,0.001652889,45.5,35,2021-08-23 0:00,
TE 1641,90604,27.6kV,75,11,25,4.72297E-05,0,0.001652542,57.75,35,2021-07-05 0:00,
TE 4507,90605,27.6kV,75,34,18,4.72194E-05,0,0.001652184,55.5,35,2021-08-29 0:00,
TE 2126,90601,27.6kV,50,22,13,4.72072E-05,0,0.001651755,37,35,2021-06-06 0:00,
T 8353,91350,27.6kV,25,41,5,4.72067E-05,0,0.001651737,30.75,35,2021-08-29 0:00,
TE 4079,90601,27.6kV,50,5,18,4.71836E-05,0,0.001650932,31.5,35,2021-06-26 0:00,
TE 7902,90601,27.6kV,50,11,13,4.71826E-05,0,0.001650896,38.5,35,2021-07-06 0:00,
TE 5907,90600,27.6kV,50,11,17,4.71422E-05,0,0.001649482,40,35,2021-07-25 0:00,
TE 8496,90601,27.6kV,50,8,16,4.71399E-05,0,0.001649401,38.5,35,2021-06-27 0:00,
TE 467,90601,27.6kV,50,59,17,4.71377E-05,0,0.001649326,39.05,35,2022-01-30 0:00,
TE 1432,90604,27.6kV,75,14,25,4.71031E-05,0,0.001648113,48,35,2021-08-29 0:00,
T 11572,91360,27.6kV,50,6,25,4.709E-05,0,0.001647654,49.5,35,2021-07-04 0:00,
T 11695,91486,27.6kV,100,5,39,4.70831E-05,0,0.001647414,87,35,2021-06-29 0:00,
TE 2137,90601,27.6kV,50,6,14,4.70828E-05,0,0.001647405,42.5,35,2021-08-29 0:00,
T 8139,91360,27.6kV,50,48,24,4.70767E-05,0,0.001647192,50.5,35,2021-08-29 0:00,
TE 1366,90601,27.6kV,50,20,13,4.70673E-05,0,0.001646862,39,35,2021-08-24 0:00,
TE 1648,90601,27.6kV,50,11,12,4.70571E-05,0,0.001646506,37,35,2021-07-25 0:00,
TE 6180,90601,27.6kV,50,23,15,4.70395E-05,0,0.001645888,43.5,35,2021-06-06 0:00,
TE 5788,90460,27.6kV,150,28,5,4.70251E-05,0,0.001645384,70.5,35,2021-05-21 0:00,
TE 5681,90605,27.6kV,75,27,25,4.70222E-05,0,0.001645283,55.5,35,2021-09-14 0:00,
T 9062,91365,27.6kV,75,35,26,4.70169E-05,0,0.001645098,69,35,2021-06-28 0:00,
TE 2807,90601,27.6kV,50,5,13,4.70063E-05,0,0.001644728,38,35,2021-08-09 0:00,
TE 7597,90601,27.6kV,50,13,13,4.70041E-05,0,0.00164465,37,35,2021-06-06 0:00,
TE 6231,90601,27.6kV,50,4,10,4.69715E-05,0,0.001643511,33,35,2021-07-06 0:00,
TE 7595,90601,27.6kV,50,16,16,4.69562E-05,0,0.001642975,40.5,35,2021-08-29 0:00,
TE 259,90604,27.6kV,75,16,23,4.69555E-05,0,0.00164295,65.64,35,2022-01-15 0:00,
TE 9176,90601,27.6kV,50,4,13,4.695E-05,0,0.001642757,39,35,2021-08-29 0:00,
TE 8782,90601,27.6kV,50,5,12,4.69245E-05,0,0.001641865,37.5,35,2021-06-27 0:00,
TE 2949,90601,27.6kV,50,7,12,4.69195E-05,0,0.00164169,48.5,35,2021-06-06 0:00,
TE 4248,90601,27.6kV,50,4,15,4.69194E-05,0,0.001641687,42.5,35,2021-08-24 0:00,
TE 4999,90600,27.6kV,50,32,15,4.69066E-05,0,0.00164124,41.5,35,2021-08-29 0:00,
TE 3349,90467,27.6kV,225,10,1,4.68992E-05,0,0.001640981,157.5,35,2021-07-06 0:00,
TE 1742,90601,27.6kV,50,11,16,4.68915E-05,0,0.001640712,38.5,35,2021-08-29 0:00,
TE 6462,90601,27.6kV,50,20,15,4.68661E-05,0,0.00163982,35,35,2021-06-06 0:00,
TE 5302,90605,27.6kV,75,33,13,4.68567E-05,0,0.001639493,50.25,35,2021-06-13 0:00,
TE 3693,90601,27.6kV,50,12,12,4.68325E-05,0,0.001638646,40.5,35,2021-07-05 0:00,
T 9183,91365,27.6kV,75,29,23,4.68178E-05,0,0.00163813,81,35,2021-08-29 0:00,
TE 3475,90601,27.6kV,50,11,14,4.68167E-05,0,0.001638093,37,35,2021-06-06 0:00,
TE 4261,90605,27.6kV,75,35,16,4.67943E-05,0,0.001637309,60.75,35,2021-08-29 0:00,
TE 9046,90601,27.6kV,50,5,13,4.67905E-05,0,0.001637176,40.5,35,2021-07-05 0:00,
TE 7890,90601,27.6kV,50,14,12,4.67855E-05,0,0.001637003,36.5,35,2021-08-21 0:00,
TE 2160,90600,27.6kV,50,46,11,4.67824E-05,0,0.001636893,36,35,2021-05-25 0:00,
TE 8264,90601,27.6kV,50,10,14,4.67777E-05,0,0.001636729,37,35,2021-06-28 0:00,
TE 4928,90605,27.6kV,75,33,14,4.67689E-05,0,0.001636422,51.75,35,2021-07-18 0:00,
TE 3486,90605,27.6kV,75,28,12,4.67523E-05,0,0.001635841,54,35,2021-08-19 0:00,
TE 8732,90604,27.6kV,75,6,28,4.67471E-05,0,0.001635658,48,35,2021-08-29 0:00,
TE 1826,90601,27.6kV,50,7,13,4.67432E-05,0,0.001635521,38,35,2021-07-14 0:00,
T 11313,91365,27.6kV,75,9,33,4.67114E-05,0,0.001634409,75,35,2021-08-29 0:00,
TE 5653,90600,27.6kV,50,25,12,4.6694E-05,0,0.001633798,39,35,2021-08-29 0:00,
TE 1480,90601,27.6kV,50,20,15,4.66799E-05,0,0.001633307,38.5,35,2021-06-13 0:00,
T 11809,91350,27.6kV,25,5,12,4.6675E-05,0,0.001633135,26,35,2021-06-06 0:00,
TE 283,90601,27.6kV,50,10,12,4.66678E-05,0,0.001632882,38.5,35,2021-09-14 0:00,
TE 6778,90601,27.6kV,50,20,10,4.666E-05,0,0.001632611,41,35,2021-08-29 0:00,
TE 4125,90601,27.6kV,50,6,12,4.66325E-05,0,0.001631647,38.5,35,2021-06-06 0:00,
TE 3225,90601,27.6kV,50,11,12,4.66111E-05,0,0.001630899,39,35,2021-07-25 0:00,
TE 3994,90600,27.6kV,50,35,12,4.66088E-05,0,0.001630819,38.5,35,2021-07-05 0:00,
TE 5878,90600,27.6kV,50,24,16,4.65983E-05,0,0.00163045,42.5,35,2021-07-26 0:00,
TE 319,90604,27.6kV,75,20,19,4.65968E-05,0,0.0016304,66.9975,35,2022-01-15 0:00,
TE 7366,90601,27.6kV,50,17,14,4.65837E-05,0,0.00162994,35,35,2021-06-05 0:00,
TE 5832,90604,27.6kV,75,10,25,4.65525E-05,0,0.001628851,49.5,35,2021-07-06 0:00,
TE 433,90600,27.6kV,50,59,12,4.65497E-05,0,0.001628751,37,35,2021-05-23 0:00,
TE 4403,90600,27.6kV,50,34,10,4.65374E-05,0,0.001628321,39,35,2021-08-29 0:00,
T 11042,91360,27.6kV,50,12,22,4.65244E-05,0,0.001627865,56.5,35,2021-08-29 0:00,
TE 170,90601,27.6kV,50,17,14,4.65111E-05,0,0.001627401,38,35,2021-08-29 0:00,
TE 5289,90605,27.6kV,75,28,14,4.64693E-05,0,0.001625937,53.25,35,2021-06-28 0:00,
TE 2884,90601,27.6kV,50,11,12,4.6441E-05,0,0.001624948,36.5,35,2021-08-29 0:00,
TE 5971,90601,27.6kV,50,23,11,4.6441E-05,0,0.001624948,40,35,2021-06-27 0:00,
T 9339,91360,27.6kV,50,9,18,4.63948E-05,0,0.001623329,50,35,2021-08-29 0:00,
TE 6582,90601,27.6kV,50,21,14,4.63846E-05,0,0.001622976,38.5,35,2021-07-05 0:00,
TE 8587,90601,27.6kV,50,9,12,4.63839E-05,0,0.001622949,38,35,2021-08-29 0:00,
TE 6923,90601,27.6kV,50,19,12,4.63774E-05,0,0.001622721,39,35,2021-06-27 0:00,
TE 7237,90601,27.6kV,50,17,15,4.63449E-05,0,0.001621583,39.5,35,2021-06-06 0:00,
TE 1749,90601,27.6kV,50,11,15,4.63374E-05,0,0.001621323,39,35,2021-06-28 0:00,
TE 1143,90601,27.6kV,50,8,11,4.63039E-05,0,0.001620149,40,35,2021-08-22 0:00,
T 9079,91360,27.6kV,50,42,16,4.63E-05,0,0.001620014,50,35,2021-06-09 0:00,
TE 9041,90601,27.6kV,50,5,13,4.62945E-05,0,0.001619821,41,35,2021-06-28 0:00,
TE 7446,90601,27.6kV,50,17,15,4.62934E-05,0,0.001619782,40.5,35,2021-06-05 0:00,
TE 2971,90601,27.6kV,50,8,14,4.62896E-05,0,0.001619649,40,35,2021-06-06 0:00,
TE 4744,90605,27.6kV,75,23,12,4.62848E-05,0,0.001619483,50.25,35,2021-08-21 0:00,
TE 5212,90600,27.6kV,50,28,15,4.62708E-05,0,0.001618991,39,35,2021-08-23 0:00,
TE 3875,90605,27.6kV,75,36,15,4.6268E-05,0,0.001618893,51.75,35,2021-08-29 0:00,
TE 7582,90601,27.6kV,50,15,16,4.62571E-05,0,0.001618514,37.5,35,2021-06-29 0:00,
TE 3696,90601,27.6kV,50,11,16,4.62515E-05,0,0.001618319,39,35,2021-08-29 0:00,
TE 4382,90601,27.6kV,50,2,16,4.62412E-05,0,0.001617956,42,35,2021-07-06 0:00,
TE 1543,90462,27.6kV,150,14,1,4.62143E-05,0,0.001617016,60,35,2021-06-29 0:00,
T 10502,91360,27.6kV,50,19,18,4.62055E-05,0,0.001616707,47.5,35,2021-07-04 0:00,
TE 1678,90452,27.6kV,112,22,1,4.61831E-05,0,0.001615922,95.2,35,2021-08-26 0:00,
TE 7857,90601,27.6kV,50,14,14,4.61698E-05,0,0.001615458,38.5,35,2021-08-29 0:00,
TE 2373,90601,27.6kV,50,17,16,4.61607E-05,0,0.001615139,37.5,35,2021-07-06 0:00,
TE 5808,90601,27.6kV,50,12,14,4.61571E-05,0,0.001615016,38.5,35,2021-08-28 0:00,
TE 4389,90601,27.6kV,50,6,15,4.61373E-05,0,0.001614321,36,35,2021-06-28 0:00,
TE 2146,90601,27.6kV,50,20,14,4.61283E-05,0,0.001614005,39.5,35,2021-05-11 0:00,
TE 786,90601,27.6kV,50,21,22,4.61184E-05,0,0.001613659,39,35,2021-07-05 0:00,
TE 1525,90601,27.6kV,50,11,15,4.6115E-05,0,0.001613542,37,35,2021-08-29 0:00,
